ref_picta_1Female_RNA	ref_picta_2Female_RNA	ref_picta_3Male_RNA	ref_picta_4Female_RNA	ref_picta_5Male_RNA	ref_picta_6Male_RNA	alt_picta_1Female_RNA	alt_picta_2Female_RNA	alt_picta_3Male_RNA	alt_picta_4Female_RNA	alt_picta_5Male_RNA	alt_picta_6Male_RNA	gene
2.1730769230769234	2.4679487179487185	6.3798076923076925	0.0	5.67948717948718	4.881410256410256	1.7596153846153846	1.641025641025641	5.165064102564102	0.0	4.682692307692308	3.8958333333333335	ENSXMAG00000021985
												ENSXMAG00000022189
0.9142857142857144	4.514285714285714	6.742857142857143	0.0	3.7714285714285714	3.6571428571428566	0.9142857142857144	3.5142857142857142	11.0	0.0	5.7142857142857135	4.828571428571427	ENSXMAG00000022965
1.953900709219858	2.5815602836879434	3.3758865248226946	0.0	3.0744680851063837	4.205673758865248	2.0496453900709217	2.3865248226950357	3.3297872340425534	0.0	2.8085106382978724	4.134751773049645	ENSXMAG00000010871
1.6666666666666667	1.7777777777777777	2.25	0.0	2.5	4.833333333333333	1.5833333333333333	1.1944444444444444	2.4444444444444446	0.0	1.8611111111111112	4.972222222222221	ENSXMAG00000025975
												ENSXMAG00000025961
												ENSXMAG00000018270
1.8695652173913044	2.4782608695652173	2.630434782608696	0.0	2.391304347826087	3.5	0.8043478260869565	0.8913043478260869	1.5217391304347827	0.0	1.2608695652173914	1.826086956521739	ENSXMAG00000000241
												ENSXMAG00000025669
												ENSXMAG00000000282
2.0508474576271185	1.6440677966101696	2.4406779661016946	0.0	3.0	4.050847457627119	0.8983050847457628	0.5932203389830508	0.9322033898305084	0.0	1.2203389830508475	1.8135593220338984	ENSXMAG00000003207
3.41796875	4.21484375	4.5234375	0.0	3.73046875	5.7890625	2.4609375	2.7578125	3.19140625	0.0	2.58984375	3.87890625	ENSXMAG00000008057
2.5384615384615383	9.23076923076923	4.615384615384615	0.0	4.6923076923076925	13.923076923076925	0.3076923076923077	1.5384615384615383	1.2307692307692308	0.0	1.1538461538461535	2.8461538461538463	ENSXMAG00000006633
1.6	4.463157894736842	4.105263157894736	0.0	3.8105263157894735	3.952631578947369	0.7894736842105263	1.9842105263157892	2.2421052631578946	0.0	1.6894736842105262	1.9526315789473685	ENSXMAG00000003821
2.3820224719101124	1.2584269662921348	5.9325842696629225	0.0	3.8651685393258433	5.719101123595506	2.1235955056179776	0.4719101123595506	5.49438202247191	0.0	3.213483146067416	5.741573033707866	ENSXMAG00000003842
												ENSXMAG00000028238
1.2684563758389262	1.342281879194631	4.671140939597317	0.0	3.8053691275167782	3.114093959731544	1.8053691275167785	1.1476510067114094	5.89261744966443	0.0	5.5838926174496635	4.328859060402683	ENSXMAG00000003857
1.7222222222222223	2.0	3.8333333333333335	0.0	5.388888888888888	5.9444444444444455	2.1388888888888893	2.6944444444444446	5.388888888888888	0.0	6.027777777777778	7.138888888888888	ENSXMAG00000025577
1.47	2.21	5.66	0.0	5.42	5.65	2.19	2.28	7.43	0.0	6.87	6.75	ENSXMAG00000021878
3.116883116883117	5.532467532467534	7.038961038961038	0.0	5.675324675324675	6.779220779220778	7.1818181818181825	6.649350649350651	15.883116883116884	0.0	13.96103896103896	15.818181818181818	ENSXMAG00000008214
7.952380952380952	9.19047619047619	4.809523809523808	0.0	3.1428571428571432	7.333333333333332	2.6666666666666665	3.238095238095238	1.6666666666666667	0.0	1.0476190476190477	2.4761904761904763	ENSXMAG00000028028
2.84	3.2133333333333334	3.013333333333333	0.0	2.04	3.76	4.72	3.76	4.026666666666666	0.0	3.12	4.0	ENSXMAG00000015864
												ENSXMAG00000023560
2.833333333333333	10.208333333333334	4.875	0.0	6.916666666666668	6.333333333333332	5.583333333333332	6.208333333333332	12.25	0.0	10.166666666666666	11.291666666666664	ENSXMAG00000022873
6.018018018018018	10.036036036036037	9.9009009009009	0.0	12.126126126126126	14.342342342342342	5.864864864864866	6.891891891891893	10.333333333333334	0.0	12.810810810810812	14.855855855855856	ENSXMAG00000000163
4.463414634146342	9.902439024390244	16.975609756097562	0.0	21.26829268292683	16.926829268292682	11.341463414634148	12.073170731707316	40.439024390243894	0.0	51.634146341463406	41.07317073170731	ENSXMAG00000000156
												ENSXMAG00000029525
1.0	2.0	0.5	0.0	8.0	3.0	0.5	2.5	0.5	0.0	2.5	0.5	ENSXMAG00000000148
67.95180722891567	72.3855421686747	57.650602409638545	0.0	35.91566265060241	60.36144578313253	37.7710843373494	41.28915662650602	36.03614457831326	0.0	25.16867469879518	34.83132530120482	ENSXMAG00000000146
3.75	0.16666666666666666	3.333333333333333	0.0	1.6666666666666667	7.333333333333332	0.4166666666666667	0.08333333333333333	0.4166666666666667	0.0	0.08333333333333333	0.8333333333333334	ENSXMAG00000027955
4.596091205211726	13.30944625407166	7.6677524429967425	0.0	8.553745928338763	6.390879478827362	4.11400651465798	6.315960912052118	7.442996742671009	0.0	8.973941368078176	6.234527687296418	ENSXMAG00000000134
2.8840579710144927	6.3478260869565215	6.561594202898552	0.0	8.73913043478261	2.967391304347826	5.663043478260869	10.641304347826088	12.271739130434785	0.0	15.934782608695652	5.583333333333332	ENSXMAG00000011712
1.3928571428571428	5.339285714285714	2.482142857142857	0.0	2.375	2.2857142857142856	3.0357142857142856	4.357142857142857	4.571428571428571	0.0	5.4107142857142865	4.5	ENSXMAG00000027839
9.79896907216495	30.515463917525768	15.04639175257732	0.0	19.030927835051546	17.329896907216494	7.268041237113402	14.752577319587632	11.855670103092784	0.0	15.670103092783506	14.716494845360826	ENSXMAG00000029375
3.392156862745098	4.803921568627451	4.431372549019608	0.0	3.7647058823529416	4.196078431372549	2.5686274509803924	2.9019607843137254	3.1764705882352944	0.0	2.4901960784313726	3.1764705882352944	ENSXMAG00000024582
7.855421686746987	14.457831325301207	8.80722891566265	0.0	15.674698795180724	10.927710843373497	12.590361445783133	15.891566265060241	16.0	0.0	25.662650602409638	18.602409638554214	ENSXMAG00000025970
												ENSXMAG00000011777
												ENSXMAG00000029541
3.344444444444445	6.2333333333333325	4.033333333333333	0.0	5.355555555555554	6.1	3.2	3.744444444444445	3.888888888888889	0.0	4.977777777777779	5.644444444444446	ENSXMAG00000017430
												ENSXMAG00000026595
												ENSXMAG00000025900
												ENSXMAG00000029665
												ENSXMAG00000022060
2.3076923076923075	4.769230769230768	1.6153846153846154	0.0	0.7692307692307693	2.0769230769230766	4.0	2.769230769230769	2.8461538461538463	0.0	1.3076923076923077	2.769230769230769	ENSXMAG00000017354
0.8	1.0	2.8	0.0	3.0	3.8	0.2	0.0	0.0	0.0	0.0	0.0	ENSXMAG00000026583
												ENSXMAG00000021262
5.310344827586206	17.586206896551722	22.103448275862064	0.0	16.06896551724138	11.89655172413793	5.931034482758621	5.655172413793102	29.517241379310345	0.0	20.41379310344828	14.689655172413795	ENSXMAG00000011792
												ENSXMAG00000021599
4.3041825095057025	5.079847908745247	8.954372623574145	0.0	6.29277566539924	9.057034220532321	2.456273764258555	2.5551330798479093	4.5893536121673	0.0	3.20532319391635	4.6958174904942975	ENSXMAG00000010665
2.3502824858757063	3.1299435028248586	9.937853107344633	0.0	9.870056497175142	8.655367231638419	1.5762711864406782	1.4350282485875707	6.0	0.0	6.0056497175141255	5.016949152542373	ENSXMAG00000007920
2.991967871485944	4.53012048192771	61.092369477911646	0.0	69.51807228915662	21.67068273092369	1.5943775100401607	2.216867469879518	37.26907630522089	0.0	41.65461847389558	13.140562248995984	ENSXMAG00000012639
2.0	0.0	3.0	0.0	2.6666666666666665	3.333333333333333	0.3333333333333333	0.0	0.16666666666666666	0.0	0.8333333333333334	0.5	ENSXMAG00000012636
1.5224719101123596	2.1460674157303368	14.235955056179776	0.0	13.797752808988767	13.258426966292136	0.7696629213483146	1.1685393258426966	12.617977528089886	0.0	11.483146067415731	10.876404494382024	ENSXMAG00000012628
0.2307692307692308	2.230769230769231	2.769230769230769	0.0	2.6923076923076925	2.1538461538461537	0.2692307692307692	0.4615384615384616	4.4230769230769225	0.0	3.7692307692307687	3.1153846153846154	ENSXMAG00000027184
3.9056603773584895	7.188679245283018	17.367924528301888	0.0	25.641509433962263	20.330188679245282	4.858490566037736	5.4245283018867925	21.716981132075468	0.0	28.36792452830189	24.839622641509433	ENSXMAG00000025111
10.99004975124378	28.22388059701493	24.99004975124378	0.0	24.079601990049753	16.29850746268657	19.626865671641788	26.23880597014925	42.870646766169145	0.0	40.09950248756219	28.885572139303484	ENSXMAG00000022050
												ENSXMAG00000012580
10.480519480519481	21.92207792207792	19.428571428571427	0.0	25.04545454545455	24.681818181818183	8.03896103896104	13.363636363636365	15.519480519480519	0.0	19.61038961038961	19.279220779220783	ENSXMAG00000026639
1.2777777777777777	5.333333333333333	4.388888888888889	0.0	3.4444444444444446	5.111111111111111	3.333333333333333	6.5555555555555545	13.388888888888891	0.0	13.277777777777779	20.33333333333333	ENSXMAG00000023605
20.0	13.75	31.0	0.0	26.91666666666667	16.25	4.583333333333333	4.583333333333333	7.833333333333332	0.0	11.25	4.0	ENSXMAG00000012572
7.278571428571428	12.57857142857143	13.414285714285715	0.0	20.071428571428573	20.27857142857143	3.721428571428572	5.15	7.4	0.0	9.042857142857144	8.707142857142857	ENSXMAG00000016023
4.202614379084968	6.277777777777778	6.990196078431373	0.0	5.303921568627451	7.950980392156862	3.5163398692810457	3.820261437908497	5.447712418300654	0.0	4.049019607843137	5.9444444444444455	ENSXMAG00000012546
1.0	5.461538461538462	7.384615384615384	0.0	4.038461538461538	3.9230769230769234	0.6923076923076923	1.8461538461538465	5.961538461538463	0.0	2.9230769230769234	3.3461538461538463	ENSXMAG00000012539
1.4444444444444444	5.0	0.9444444444444444	0.0	2.333333333333333	3.111111111111111	1.8888888888888888	2.555555555555556	0.8333333333333334	0.0	2.3888888888888893	2.7222222222222223	ENSXMAG00000012535
1.2155172413793105	3.0431034482758617	4.517241379310344	0.0	1.6034482758620692	1.9827586206896552	1.0689655172413792	1.8965517241379308	3.396551724137931	0.0	1.2327586206896552	1.4741379310344829	ENSXMAG00000012525
4.27	12.93	25.22	0.0	24.32	23.94	4.1	8.29	27.63	0.0	25.95	26.48	ENSXMAG00000012520
4.020408163265306	5.224489795918367	7.938775510204081	0.0	7.8775510204081645	6.2857142857142865	1.8775510204081636	2.5306122448979598	3.8571428571428568	0.0	3.653061224489796	3.0816326530612246	ENSXMAG00000012517
1.9	3.6666666666666665	2.6666666666666665	0.0	3.3666666666666667	2.466666666666667	1.2	3.1666666666666665	2.3	0.0	2.7666666666666666	2.1333333333333333	ENSXMAG00000004979
2.704225352112676	3.788732394366197	6.338028169014086	0.0	5.169014084507042	7.394366197183099	2.9577464788732395	2.732394366197183	5.436619718309858	0.0	4.746478873239437	7.084507042253522	ENSXMAG00000004997
0.05882352941176471	1.9411764705882355	5.0588235294117645	0.0	2.294117647058824	2.9411764705882355	0.05882352941176471	0.8235294117647058	2.235294117647059	0.0	1.0	1.4705882352941178	ENSXMAG00000005006
3.0740740740740735	3.0740740740740735	5.592592592592593	0.0	6.4444444444444455	5.9444444444444455	1.7592592592592593	1.7407407407407407	3.314814814814815	0.0	3.333333333333333	3.333333333333333	ENSXMAG00000018816
6.341614906832298	9.70807453416149	7.447204968944099	0.0	4.639751552795032	7.298136645962732	2.571428571428572	3.683229813664597	3.2360248447204967	0.0	2.1614906832298137	3.391304347826087	ENSXMAG00000024167
1.5625	1.5625	1.875	0.0	1.9375	3.25	1.0	0.75	2.0	0.0	1.4375	2.25	ENSXMAG00000018633
27.777777777777782	102.66666666666669	35.833333333333336	0.0	40.555555555555564	48.944444444444436	25.83333333333333	55.444444444444436	32.0	0.0	37.444444444444436	44.27777777777778	ENSXMAG00000018640
4.84375	11.286458333333336	9.239583333333334	0.0	6.796875	8.390625	4.03125	8.234375	8.239583333333334	0.0	5.536458333333332	7.234375	ENSXMAG00000018643
5.0584795321637435	9.567251461988304	13.608187134502925	0.0	13.362573099415204	13.713450292397662	4.982456140350878	6.491228070175438	13.485380116959064	0.0	13.47953216374269	12.912280701754383	ENSXMAG00000018644
1.087719298245614	7.2894736842105265	3.7894736842105265	0.0	2.3157894736842106	5.2368421052631575	0.8157894736842105	5.0	2.8771929824561404	0.0	1.7280701754385963	4.289473684210527	ENSXMAG00000018660
