	CHROM	BIN_START	BIN_END	N_VARIANTS	PI_all	PI_female	PI_male	MEAN_FST	SNP_COUNT_all	SNP_COUNT_female	SNP_COUNT_male	Dxy	pFemaleSpecific	pMaleSpecific	pSexSpecific	meanDiffA1	female_r2	male_r2
0	10	1	100000	1116	0.00347757	0.00320683	0.00349315	-0.0190257	3309	566	897	NA	0.0	0.01572422134865437	0.01572422134865437	0.05405963492736078	0.13444347173962304	0.2714333694193348
1	10	100001	200000	1885	0.00646926	0.00665372	0.00648074	-0.012692799999999999	3542	1175	1559	NA	0.0	0.01693958215697346	0.01693958215697346	0.08127878924731184	0.1375083482969764	0.2260398559675264
2	10	200001	300000	1064	0.00345115	0.00337836	0.00344572	0.00562675	3754	618	824	NA	0.0	0.012786361214704316	0.012786361214704316	0.05020147972065538	0.19036653431070974	0.3114552424874557
3	10	300001	400000	1364	0.0046695	0.00473333	0.00468057	-0.0133774	3154	819	1122	0.004646141369500002	0.0	0.01585288522511097	0.01585288522511097	0.06643233268864933	0.13714803273275494	0.2346328570928123
4	10	400001	500000	947	0.00319584	0.00314172	0.00316486	0.0123709	4153	533	774	NA	0.0	0.02022634240308211	0.02022634240308211	0.049354625946467334	0.2590396214391025	0.4149910961294032
5	10	500001	600000	1092	0.00340006	0.00335836	0.00336861	-0.010614499999999999	4005	608	814	NA	0.0	0.01373283395755306	0.01373283395755306	0.056415648647294585	0.3013712825515592	0.3751799713499043
6	10	600001	700000	1055	0.00325267	0.00337845	0.00323074	-0.0198476	3351	612	771	NA	0.0	0.01104148015517756	0.01104148015517756	0.05793386465311005	0.2469835098517862	0.30670660275742906
7	10	700001	800000	880	0.00275984	0.00246837	0.0027349	0.011963600000000001	3090	450	685	NA	0.0	0.027831715210355986	0.027831715210355986	0.06422460636630754	0.30353843748717163	0.4459049724037039
8	10	800001	900000	1111	0.00345262	0.00258011	0.00343846	0.00614683	3831	483	869	NA	0.00026102845210127906	0.027930044374836857	0.027930044374836857	0.06666014020456335	0.3856351599736685	0.4937977473967528
9	10	900001	1000000	1058	0.00305093	0.00246004	0.0030410999999999997	-0.00204887	3569	467	711	NA	0.0	0.02129448024656767	0.02129448024656767	0.06145868003374577	0.3709909801684467	0.4945096100170022
10	10	1000001	1100000	1204	0.00368179	0.00268342	0.00365282	0.0296849	4442	492	856	NA	0.00022512381809995497	0.03241782980639352	0.032642953624493466	0.06573811942689531	0.4206573962779025	0.5452949786919276
11	10	1100001	1200000	1162	0.00371897	0.00322005	0.00370996	-0.00650144	3490	585	882	NA	0.0	0.02664756446991404	0.02664756446991404	0.06889165463148839	0.28269223159659035	0.4178357250778525
12	10	1200001	1300000	1012	0.00294362	0.00285848	0.00293005	-0.018517500000000003	3104	524	716	NA	0.0	0.013530927835051549	0.013530927835051549	0.060222531623104224	0.2451221220225176	0.3572345707760028
13	10	1300001	1400000	1200	0.00370377	0.00297507	0.00369556	-0.00137455	4371	544	897	NA	0.0	0.02127659574468085	0.02127659574468085	0.057789596605504576	0.3456254854936712	0.4943144432711519
14	10	1400001	1500000	1595	0.00493647	0.00434351	0.00490367	-0.00625094	5387	767	1185	NA	0.0	0.02320400965286801	0.02320400965286801	0.0641643718453819	0.3233511842430165	0.4372048330810192
15	10	1500001	1600000	1495	0.00474287	0.00363521	0.00467622	0.0499241	5274	694	1146	NA	0.00037921880925293887	0.03014789533560865	0.030527114144861582	0.07513922368872783	0.5965284464415646	0.571369208182342
16	10	1600001	1700000	1804	0.00538564	0.00412184	0.00533308	0.020634700000000002	5433	786	1291	NA	0.0	0.03441928952696485	0.03441928952696485	0.07744906159808082	0.4879190258233903	0.5593810108582283
17	10	1700001	1800000	1702	0.00507613	0.00386356	0.00506114	0.00551692	5579	707	1227	NA	0.0	0.02814124395052877	0.02814124395052877	0.06632883030794165	0.3161630621698653	0.5032807808017401
18	10	1800001	1900000	1499	0.00454305	0.00373352	0.004518199999999999	3.73755e-05	5252	671	1127	NA	0.0	0.025323686214775324	0.025323686214775324	0.06338246770376026	0.3492236540377596	0.488921724145371
19	10	1900001	2000000	1417	0.00435728	0.00394007	0.00432716	0.00734481	4506	705	1053	NA	0.0	0.025521526853084776	0.025521526853084776	0.06594540830365092	0.28928579177359176	0.43156806165258205
20	10	2000001	2100000	1612	0.00488678	0.00399033	0.00486234	0.00194967	5006	749	1229	NA	0.00019976028765481425	0.03016380343587695	0.030363563723531762	0.071704061882778	0.32553718075833143	0.4886111614732528
21	10	2100001	2200000	1675	0.00522239	0.00425174	0.00520706	0.00010305799999999999	5084	790	1261	NA	0.0011801730920535012	0.026357199055861525	0.027537372147915032	0.07019858431140091	0.3429247290865426	0.4317776431255116
22	10	2200001	2300000	1899	0.00580853	0.00416528	0.00577164	0.030373400000000005	5698	802	1389	NA	0.002106002106002106	0.040891540891540894	0.042997542997543	0.0783850796358494	0.4189653058288497	0.5572838201736373
23	10	2300001	2400000	1872	0.00545501	0.00459511	0.00541691	0.0101626	5745	832	1308	NA	0.00034812880765883376	0.02402088772845953	0.024369016536118362	0.06865445940663176	0.3358012454675299	0.5056377502529957
24	10	2400001	2500000	1569	0.00464273	0.00414851	0.00461727	-0.00127085	4868	746	1121	NA	0.0004108463434675431	0.0209531635168447	0.021364009860312245	0.06546288153782895	0.2931843824090686	0.42153338934591694
25	10	2500001	2600000	1992	0.00585784	0.00520509	0.00585315	-0.0115544	6130	924	1425	NA	0.00016313213703099508	0.01272430668841762	0.012887438825448613	0.060468420778159226	0.2930492077761192	0.36596036494361706
26	10	2600001	2700000	1844	0.00562941	0.00471186	0.00564819	-0.018120400000000002	5358	889	1356	NA	0.0	0.020343411720791342	0.020343411720791342	0.064944089939827	0.2497190694126479	0.3460214480899611
27	10	2700001	2800000	1531	0.00474034	0.00433344	0.00472238	-0.00136357	4900	812	1169	NA	0.0014285714285714286	0.015102040816326531	0.01653061224489796	0.0629088187139324	0.28739195716166394	0.3687947645965947
28	10	2800001	2900000	2119	0.00638159	0.00558181	0.00641654	-0.038167	6311	1007	1557	NA	0.0	0.010616384091269212	0.010616384091269212	0.05690006032022829	0.2275571595363939	0.28836441468692103
29	10	2900001	3000000	2045	0.00627901	0.00526351	0.00625452	-0.00443602	5885	959	1494	NA	0.0	0.02480883602378929	0.02480883602378929	0.0718741012425532	0.350158940020552	0.4365368999806797
30	10	3000001	3100000	1707	0.00527054	0.00521851	0.005243600000000001	-0.0248343	5404	937	1233	NA	0.00018504811250925242	0.013323464100666172	0.013508512213175427	0.05869762718015184	0.2589095010141997	0.3401657264474586
31	10	3100001	3200000	1995	0.00605203	0.00608015	0.00604585	-0.032508499999999996	5769	1090	1464	0.006173341600499992	0.00034668053388802215	0.009880395215808632	0.010227075749696654	0.05785826378921824	0.20012422742176586	0.2599993432724757
32	10	3200001	3300000	1385	0.00421976	0.00375849	0.00418813	0.0224877	4355	690	1011	NA	0.00022962112514351318	0.018140068886337544	0.018369690011481057	0.06806045115207372	0.3884667320646358	0.4523521858974029
33	10	3300001	3400000	1879	0.00546545	0.00465709	0.00551486	-0.0514413	5419	1041	1420	NA	0.0	0.013655656025096882	0.013655656025096882	0.05969019258326879	0.2080091303291678	0.31053624003256586
34	10	3400001	3500000	1463	0.00444033	0.0039717	0.00446116	-0.0364462	5296	691	1048	NA	0.0	0.010385196374622357	0.010385196374622357	0.04625052888720952	0.21270002216617573	0.2794330322005943
35	10	3500001	3600000	1058	0.00336644	0.002905	0.00334444	0.00847659	4221	517	831	NA	0.00023691068467187872	0.023454157782515996	0.023691068467187867	0.05470948042704626	0.2897071061806313	0.4434378586620806
36	10	3600001	3700000	2375	0.00807457	0.00769545	0.00807353	0.00514167	6216	1340	1898	NA	0.0	0.019787644787644783	0.019787644787644783	0.06760774233494364	0.2196400402086712	0.31565982637935064
37	10	3700001	3800000	2206	0.00704593	0.00558014	0.00702842	0.0184398	6783	1004	1683	NA	0.0	0.0291906236178682	0.0291906236178682	0.06750477139899437	0.3111160444215475	0.4926777322265586
38	10	3800001	3900000	1394	0.00404116	0.00318508	0.00398839	0.0304862	5457	604	943	NA	0.00018321729571271528	0.02436790032979113	0.024551117625503847	0.05850558523748396	0.5391010922931889	0.5933027790031112
39	10	3900001	4000000	1142	0.00331741	0.00273169	0.00330565	0.00899136	5049	476	793	NA	0.0013866877971473852	0.01941362916006339	0.02080031695721077	0.04632793339292808	0.3520757506541684	0.3780867731522117
40	10	4000001	4100000	1247	0.00367571	0.00368515	0.00362279	0.021290299999999998	5166	665	857	NA	0.0	0.02651955090979481	0.02651955090979481	0.05098060025193799	0.27834411400538844	0.4514679534109735
41	10	4100001	4200000	1281	0.00378815	0.00287669	0.00379132	-0.014728999999999999	5708	523	901	NA	0.0	0.021548703573931325	0.021548703573931325	0.04595128653104174	0.2845584603125466	0.45966117916994
42	10	4200001	4300000	1224	0.00365603	0.00349345	0.00364002	-0.0156368	5037	625	888	NA	0.0	0.01647806233869367	0.01647806233869367	0.04614138516679905	0.2246662353385041	0.35250487829521704
43	10	4300001	4400000	1316	0.00395889	0.00264836	0.00398259	-0.00278723	5551	498	983	NA	0.0	0.02197802197802198	0.02197802197802198	0.04975438059025891	0.3204812374203452	0.4470694266852165
44	10	4400001	4500000	812	0.00253575	0.00246671	0.0025223000000000003	-0.0006440080000000001	3265	427	608	NA	0.0015313935681470136	0.011638591117917305	0.01316998468606432	0.04629971002145265	0.2704410049420153	0.3345355914536422
45	10	4500001	4600000	1104	0.00388639	0.0040401	0.00386963	0.00310351	2865	703	919	0.0040159730375000004	0.0006980802792321117	0.012914485165794066	0.013612565445026176	0.06918957008726004	0.23469008351592605	0.2911006029706654
