# Program:featureCounts v1.6.3; Command:"featureCounts" "-a" "chr20.gff" "-p" "-t" "gene" "-g" "gene_id" "-o" "chr20_feature_counts_out.tsv" "-T" "12" "--primary" "Gambusia_2Female_chr20_DNA.bam" "Gambusia_2Female_chr20_RNA.bam" "Gambusia_3Female_chr20_DNA.bam" "Gambusia_3Female_chr20_RNA.bam" "Gambusia_4Female_chr20_DNA.bam" "Gambusia_4Female_chr20_RNA.bam" "Gambusia_6Male_chr20_DNA.bam" "Gambusia_6Male_chr20_RNA.bam" "Gambusia_7Male_chr20_DNA.bam" "Gambusia_7Male_chr20_RNA.bam" "Gambusia_8Male_chr20_DNA.bam" "Gambusia_8Male_chr20_RNA.bam" "latipinna_1Female_chr20_DNA.bam" "latipinna_1Female_chr20_RNA.bam" "latipinna_2Female_chr20_DNA.bam" "latipinna_2Female_chr20_RNA.bam" "latipinna_3Male_chr20_DNA.bam" "latipinna_3Male_chr20_RNA.bam" "latipinna_4Male_chr20_DNA.bam" "latipinna_4Male_chr20_RNA.bam" "latipinna_6Female_chr20_DNA.bam" "latipinna_6Female_chr20_RNA.bam" "latipinna_7Male_chr20_DNA.bam" "latipinna_7Male_chr20_RNA.bam" "picta_1Female_chr20_DNA.bam" "picta_1Female_chr20_RNA.bam" "picta_2Female_chr20_DNA.bam" "picta_2Female_chr20_RNA.bam" "picta_3Male_chr20_DNA.bam" "picta_3Male_chr20_RNA.bam" "picta_4Female_chr20_DNA.bam" "picta_4Female_chr20_RNA.bam" "picta_5Male_chr20_DNA.bam" "picta_5Male_chr20_RNA.bam" "picta_6Male_chr20_DNA.bam" "picta_6Male_chr20_RNA.bam" "reticulata_Female_01_lab_chr20_RNA.bam" "reticulata_Female_04_lab_chr20_DNA.bam" "reticulata_Female_04_lab_chr20_RNA.bam" "reticulata_Female_07_lab_chr20_DNA.bam" "reticulata_Female_07_lab_chr20_RNA.bam" "reticulata_Female_13_lab_chr20_RNA.bam" "reticulata_Male_02_lab_chr20_RNA.bam" "reticulata_Male_05_lab_chr20_RNA.bam" "reticulata_Male_06_lab_chr20_RNA.bam" "reticulata_Male_08_lab_chr20_DNA.bam" "reticulata_Male_08_lab_chr20_RNA.bam" "reticulata_Male_09_lab_chr20_RNA.bam" "reticulata_Male_11_lab_chr20_DNA.bam" "reticulata_Male_11_lab_chr20_RNA.bam" "reticulata_Male_12_lab_chr20_RNA.bam" "reticulata_Male_14_lab_chr20_RNA.bam" "reticulata_Male_15_lab_chr20_RNA.bam" "reticulata_Male_17_lab_chr20_RNA.bam" "reticulata_Male_18_lab_chr20_RNA.bam" "reticulata_Male_J001_Aripo_high_chr20_DNA.bam" "reticulata_Male_J003_Aripo_high_chr20_DNA.bam" "reticulata_Male_J004_Aripo_high_chr20_DNA.bam" "reticulata_Male_J005_Aripo_high_chr20_DNA.bam" "reticulata_Male_J012_Yarra_low_chr20_DNA.bam" "reticulata_Male_J013_Yarra_low_chr20_DNA.bam" "reticulata_Male_J014_Yarra_low_chr20_DNA.bam" "reticulata_Male_J015_Yarra_low_chr20_DNA.bam" "reticulata_Male_J016_Quare_high_chr20_DNA.bam" "reticulata_Male_J017_Quare_high_chr20_DNA.bam" "reticulata_Male_J019_Quare_high_chr20_DNA.bam" "reticulata_Male_J020_Quare_high_chr20_DNA.bam" "reticulata_Male_J032_Aripo_low_chr20_DNA.bam" "reticulata_Male_J033_Aripo_low_chr20_DNA.bam" "reticulata_Male_J034_Aripo_low_chr20_DNA.bam" "reticulata_Male_J035_Aripo_low_chr20_DNA.bam" "reticulata_Male_J041_Yarra_high_chr20_DNA.bam" "reticulata_Male_J042_Yarra_high_chr20_DNA.bam" "reticulata_Male_J043_Yarra_high_chr20_DNA.bam" "reticulata_Male_J044_Yarra_high_chr20_DNA.bam" "reticulata_Male_J051_Quare_low_chr20_DNA.bam" "reticulata_Male_J052_Quare_low_chr20_DNA.bam" "reticulata_Male_J053_Quare_low_chr20_DNA.bam" "reticulata_Male_J054_Quare_low_chr20_DNA.bam" "wingei_Female_013_chr20_DNA.bam" "wingei_Female_013_chr20_RNA.bam" "wingei_Female_014_chr20_DNA.bam" "wingei_Female_014_chr20_RNA.bam" "wingei_Female_015_chr20_DNA.bam" "wingei_Female_015_chr20_RNA.bam" "wingei_Male_005_chr20_DNA.bam" "wingei_Male_005_chr20_RNA.bam" "wingei_Male_006_chr20_DNA.bam" "wingei_Male_006_chr20_RNA.bam" "wingei_Male_007_chr20_DNA.bam" "wingei_Male_007_chr20_RNA.bam" 
Geneid	Chr	Start	End	Strand	Length	Gambusia_2Female_chr20_DNA.bam	Gambusia_2Female_chr20_RNA.bam	Gambusia_3Female_chr20_DNA.bam	Gambusia_3Female_chr20_RNA.bam	Gambusia_4Female_chr20_DNA.bam	Gambusia_4Female_chr20_RNA.bam	Gambusia_6Male_chr20_DNA.bam	Gambusia_6Male_chr20_RNA.bam	Gambusia_7Male_chr20_DNA.bam	Gambusia_7Male_chr20_RNA.bam	Gambusia_8Male_chr20_DNA.bam	Gambusia_8Male_chr20_RNA.bam	latipinna_1Female_chr20_DNA.bam	latipinna_1Female_chr20_RNA.bam	latipinna_2Female_chr20_DNA.bam	latipinna_2Female_chr20_RNA.bam	latipinna_3Male_chr20_DNA.bam	latipinna_3Male_chr20_RNA.bam	latipinna_4Male_chr20_DNA.bam	latipinna_4Male_chr20_RNA.bam	latipinna_6Female_chr20_DNA.bam	latipinna_6Female_chr20_RNA.bam	latipinna_7Male_chr20_DNA.bam	latipinna_7Male_chr20_RNA.bam	picta_1Female_chr20_DNA.bam	picta_1Female_chr20_RNA.bam	picta_2Female_chr20_DNA.bam	picta_2Female_chr20_RNA.bam	picta_3Male_chr20_DNA.bam	picta_3Male_chr20_RNA.bam	picta_4Female_chr20_DNA.bam	picta_4Female_chr20_RNA.bam	picta_5Male_chr20_DNA.bam	picta_5Male_chr20_RNA.bam	picta_6Male_chr20_DNA.bam	picta_6Male_chr20_RNA.bam	reticulata_Female_01_lab_chr20_RNA.bam	reticulata_Female_04_lab_chr20_DNA.bam	reticulata_Female_04_lab_chr20_RNA.bam	reticulata_Female_07_lab_chr20_DNA.bam	reticulata_Female_07_lab_chr20_RNA.bam	reticulata_Female_13_lab_chr20_RNA.bam	reticulata_Male_02_lab_chr20_RNA.bam	reticulata_Male_05_lab_chr20_RNA.bam	reticulata_Male_06_lab_chr20_RNA.bam	reticulata_Male_08_lab_chr20_DNA.bam	reticulata_Male_08_lab_chr20_RNA.bam	reticulata_Male_09_lab_chr20_RNA.bam	reticulata_Male_11_lab_chr20_DNA.bam	reticulata_Male_11_lab_chr20_RNA.bam	reticulata_Male_12_lab_chr20_RNA.bam	reticulata_Male_14_lab_chr20_RNA.bam	reticulata_Male_15_lab_chr20_RNA.bam	reticulata_Male_17_lab_chr20_RNA.bam	reticulata_Male_18_lab_chr20_RNA.bam	reticulata_Male_J001_Aripo_high_chr20_DNA.bam	reticulata_Male_J003_Aripo_high_chr20_DNA.bam	reticulata_Male_J004_Aripo_high_chr20_DNA.bam	reticulata_Male_J005_Aripo_high_chr20_DNA.bam	reticulata_Male_J012_Yarra_low_chr20_DNA.bam	reticulata_Male_J013_Yarra_low_chr20_DNA.bam	reticulata_Male_J014_Yarra_low_chr20_DNA.bam	reticulata_Male_J015_Yarra_low_chr20_DNA.bam	reticulata_Male_J016_Quare_high_chr20_DNA.bam	reticulata_Male_J017_Quare_high_chr20_DNA.bam	reticulata_Male_J019_Quare_high_chr20_DNA.bam	reticulata_Male_J020_Quare_high_chr20_DNA.bam	reticulata_Male_J032_Aripo_low_chr20_DNA.bam	reticulata_Male_J033_Aripo_low_chr20_DNA.bam	reticulata_Male_J034_Aripo_low_chr20_DNA.bam	reticulata_Male_J035_Aripo_low_chr20_DNA.bam	reticulata_Male_J041_Yarra_high_chr20_DNA.bam	reticulata_Male_J042_Yarra_high_chr20_DNA.bam	reticulata_Male_J043_Yarra_high_chr20_DNA.bam	reticulata_Male_J044_Yarra_high_chr20_DNA.bam	reticulata_Male_J051_Quare_low_chr20_DNA.bam	reticulata_Male_J052_Quare_low_chr20_DNA.bam	reticulata_Male_J053_Quare_low_chr20_DNA.bam	reticulata_Male_J054_Quare_low_chr20_DNA.bam	wingei_Female_013_chr20_DNA.bam	wingei_Female_013_chr20_RNA.bam	wingei_Female_014_chr20_DNA.bam	wingei_Female_014_chr20_RNA.bam	wingei_Female_015_chr20_DNA.bam	wingei_Female_015_chr20_RNA.bam	wingei_Male_005_chr20_DNA.bam	wingei_Male_005_chr20_RNA.bam	wingei_Male_006_chr20_DNA.bam	wingei_Male_006_chr20_RNA.bam	wingei_Male_007_chr20_DNA.bam	wingei_Male_007_chr20_RNA.bam
ENSXMAG00000028801	20	20385	69033	+	48649	11797	0	10825	139	13785	243	13359	158	12980	157	13874	156	17463	0	17929	163	17820	368	17458	316	18005	244	18218	232	21358	67	19305	146	18528	219	19029	121	18833	187	18815	196	284	8477	458	8863	257	316	243	312	0	8512	466	534	8740	485	369	353	647	351	410	6336	5090	5089	7004	6425	7029	5435	5107	6230	6079	6560	5295	6857	6249	6034	5569	6893	6283	4648	5240	5161	6374	5583	8019	10325	247	9806	323	9699	356	9707	685	10317	796	10184	586
ENSXMAG00000025053	20	95288	96289	-	1002	339	0	344	5	362	0	374	2	325	3	414	1	375	0	359	0	324	0	339	1	359	1	395	4	397	1	407	2	384	0	326	2	372	3	354	4	1	127	1	179	0	0	2	0	0	143	1	1	142	2	0	0	1	4	0	133	97	98	110	136	117	93	84	124	100	135	93	123	126	103	91	122	99	99	86	82	117	81	164	188	1	167	0	151	0	162	7	174	4	153	0
ENSXMAG00000004164	20	263702	509645	-	245944	70838	0	64532	502	73677	1071	74425	692	71542	535	80128	567	82430	0	84115	684	82593	1513	78548	1372	83487	840	84853	1152	107369	689	97330	1102	93000	1542	94702	754	94051	1190	93171	1507	817	40767	1604	43887	725	702	791	632	0	41289	949	1261	42436	796	836	629	935	711	544	30629	25013	25292	33134	31770	34151	26258	24986	30742	29059	31924	25921	32895	30969	28940	27994	34481	31460	22931	25273	24289	30188	26659	38572	43496	778	41724	1180	40433	1139	41272	1454	44227	1950	43187	1264
ENSXMAG00000002188	20	577996	586859	-	8864	2709	0	2415	277	2836	405	3001	356	2748	360	3146	404	2777	0	2773	277	2765	489	2678	403	2743	322	2924	405	2291	170	2222	222	2190	313	2189	165	2160	280	2210	311	267	1067	412	1056	263	281	369	294	0	996	361	617	1119	376	406	398	411	410	368	838	703	786	996	841	1035	711	657	897	753	849	744	964	888	795	793	957	943	598	676	681	784	716	1029	1306	282	1148	263	1111	270	1149	546	1296	537	1274	416
ENSXMAG00000020236	20	593446	594561	+	1116	969	0	681	3	827	4	860	6	804	7	855	4	711	0	861	1	849	3	716	9	1017	6	872	14	1086	4	945	5	748	23	734	15	740	8	722	14	5	209	12	261	8	9	10	9	0	175	20	13	252	15	17	15	14	16	18	140	137	128	175	163	181	124	138	185	156	173	129	167	136	150	136	175	178	122	130	110	155	122	206	188	3	186	1	161	3	166	24	190	17	176	7
ENSXMAG00000027089	20	651845	682500	-	30656	8734	0	7886	197	8881	232	9149	251	8656	228	10063	227	11874	0	12273	205	11742	392	11795	345	12009	244	12393	356	13130	171	11675	243	11353	401	11207	221	11599	384	11588	499	214	6730	433	6982	253	291	330	249	0	6936	352	459	7089	360	447	349	436	404	480	5164	4095	4364	5608	5328	5911	4470	4180	5266	4861	5361	4519	5743	5204	4853	4544	5722	5374	3890	4176	4133	5065	4465	6519	7421	343	6780	354	6711	351	7080	814	7325	742	7345	505
ENSXMAG00000025660	20	788535	788681	-	147	189	0	181	18	178	30	198	26	159	39	229	49	124	0	144	47	151	69	121	57	151	36	135	58	167	11	155	36	133	38	134	18	129	45	116	46	32	53	45	64	39	42	41	60	0	56	46	48	67	57	45	57	53	46	53	64	44	38	57	48	54	51	30	53	38	45	55	53	37	43	57	44	44	29	45	39	42	46	61	81	34	62	53	83	46	77	83	93	77	77	66
ENSXMAG00000004758	20	791360	818842	+	27483	6401	0	5787	219	6365	250	6594	301	6174	199	7455	173	9091	0	9195	185	8818	297	8881	246	8783	289	9042	316	15198	148	13928	114	14189	144	14192	125	13659	115	13851	208	158	3528	348	3647	214	285	324	278	0	3596	329	419	3778	308	536	382	427	323	452	2730	2138	2322	2957	2837	2975	2384	2159	2833	2652	2727	2414	3037	2701	2609	2493	2973	2807	2086	2195	2230	2843	2473	3448	4116	365	3750	284	3590	460	3778	864	3948	912	3991	471
ENSXMAG00000004727	20	820137	832680	+	12544	3244	0	2743	669	3374	913	3392	803	3255	943	3888	1108	4449	0	4602	653	4404	1038	4216	1026	4449	747	4532	1035	4046	269	3880	482	3731	724	3728	294	3669	758	3791	724	491	1526	914	1590	557	635	603	636	0	1558	770	1193	1615	655	821	805	714	698	749	1185	1017	995	1281	1226	1291	1072	1044	1152	1148	1276	1017	1298	1153	1118	1024	1297	1212	885	985	913	1132	1014	1454	1726	430	1593	466	1638	433	1525	961	1689	820	1701	658
ENSXMAG00000004695	20	837957	965673	-	127717	36624	0	33171	877	35440	897	36144	923	34404	596	40278	623	35939	0	36721	649	36274	886	35101	779	36880	763	37652	1000	33172	606	30653	673	29351	681	29401	798	30702	644	29847	999	248	14259	516	15234	274	399	446	412	0	14305	537	587	14890	543	547	509	628	488	588	10694	8685	9132	11789	11051	12120	9273	8732	10901	10008	11143	8882	11883	10708	10202	9822	11698	11134	8098	8843	8293	10554	9136	13350	15562	540	15033	537	14645	530	14633	1715	15836	1525	15516	1001
ENSXMAG00000005896	20	1115380	1213528	-	98149	28300	0	24844	43	27227	90	26911	59	26110	67	30676	55	27480	0	27569	35	27451	62	26373	67	26925	45	28712	79	26305	40	23585	48	23030	83	22820	52	23025	86	23261	89	31	11081	96	11744	52	43	83	55	0	10772	83	129	11240	61	98	75	97	76	92	8252	6785	6856	9000	8357	9236	6986	6545	8252	7574	8619	6875	9164	8122	7805	7615	8988	8373	6129	6797	6307	7882	7045	10100	12041	67	11647	99	11434	86	11579	143	12255	180	12140	103
ENSXMAG00000017082	20	1326015	1425661	+	99647	27874	0	25460	398	27400	395	27913	498	26456	712	30868	789	29899	0	30621	188	30391	297	29492	269	30573	307	31694	546	29238	294	26917	288	25921	432	25656	346	26749	416	26581	590	98	13288	235	14529	152	124	221	226	0	13546	228	262	14143	361	249	175	285	308	344	10071	8206	8387	10988	10446	11529	8340	7937	10293	9369	10441	8352	11307	9940	9586	9267	10863	10311	7453	8272	7959	9744	8490	12366	14023	169	13699	196	13193	188	13483	498	14131	412	13884	370
ENSXMAG00000005795	20	1483585	1624860	+	141276	35748	0	33079	40	36629	49	37589	49	36029	55	40976	75	39523	0	39832	81	39440	87	38798	95	38884	102	40971	144	42602	70	39034	102	37889	124	37579	88	38718	105	38081	136	28	18659	82	19562	38	37	61	52	0	18584	68	66	18913	68	64	66	73	71	62	13668	11290	11632	15055	14173	15398	11811	11006	13838	12893	14158	11609	15242	13566	13024	12537	14764	14121	10148	11434	10699	13688	11846	16945	20085	105	18904	93	18241	109	18674	232	19885	256	19806	172
ENSXMAG00000005772	20	1706999	1931018	+	224020	57382	0	52647	60	57711	70	59063	67	56242	76	63237	79	64100	0	65294	127	64557	169	63441	155	65816	140	67833	200	68150	100	62115	99	61020	186	60028	124	62602	156	62059	222	139	30199	269	32553	104	160	233	200	0	30414	276	322	31579	272	277	226	245	238	205	22339	18383	18686	24669	23442	25600	19335	18042	22633	21520	23346	18965	24731	22450	21599	20486	24204	22748	16543	18719	17852	22363	19650	27858	29865	199	29042	288	27507	216	28646	527	30808	557	30320	388
ENSXMAG00000025010	20	1936479	2041262	-	104784	32888	0	29775	279	32633	770	33468	445	31679	454	36444	413	33132	0	33679	363	33799	554	33266	620	35076	597	35446	602	33978	362	31631	425	30262	890	30120	543	30935	539	31175	993	796	14777	1922	15987	1023	1338	1040	1087	0	14681	1432	2128	15271	1253	1442	1292	1517	1302	1159	10921	9032	9138	11669	11193	12252	9348	8821	11035	10354	11345	9201	11993	10696	10219	9961	11443	11073	8293	8650	8478	10519	9397	13744	13720	578	13324	680	13093	825	13180	1451	14573	1787	14228	1112
ENSXMAG00000007903	20	2066797	2085179	-	18383	3206	0	2851	287	2935	315	3136	348	3091	325	3445	487	2857	0	2968	246	3005	545	2876	220	2949	504	3018	220	3040	112	2838	130	2701	163	2644	131	2781	188	2705	173	160	1207	255	1304	209	251	167	151	0	1302	186	310	1310	201	305	247	252	173	306	882	734	812	1017	978	1093	808	754	946	826	968	771	1061	915	872	907	1037	925	691	755	793	895	805	1129	1185	238	1122	206	1137	229	1123	224	1272	232	1177	265
ENSXMAG00000006111	20	2068944	2077540	+	8597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
